datasaet: cora,  model: ncgnn.
epoch: 10, val_loss: 0.837554931640625
epoch: 11, val_loss: 0.8093909919261932
epoch: 12, val_loss: 0.7844763994216919
epoch: 13, val_loss: 0.769960880279541
epoch: 14, val_loss: 0.762473076581955
epoch: 15, val_loss: 0.7527501583099365
epoch: 16, val_loss: 0.7460004389286041
epoch: 17, val_loss: 0.7445218861103058
epoch: 18, val_loss: 0.7425270676612854
epoch: 19, val_loss: 0.7441077828407288
epoch: 20, val_loss: 0.7452490925788879
epoch: 21, val_loss: 0.7475468218326569
epoch: 22, val_loss: 0.7501542568206787
epoch: 23, val_loss: 0.7545110285282135
Final epoch: 23
time of one train:4.884860038757324
beta:1.0,accuracy:0.728515625

epoch: 0, val_loss: 1.8066810965538025
epoch: 1, val_loss: 1.6781533360481262
epoch: 2, val_loss: 1.5482906699180603
epoch: 3, val_loss: 1.4087399244308472
epoch: 4, val_loss: 1.2677295804023743
epoch: 5, val_loss: 1.1431899666786194
epoch: 6, val_loss: 1.0374467968940735
epoch: 7, val_loss: 0.9527478516101837
epoch: 8, val_loss: 0.8867679834365845
epoch: 9, val_loss: 0.8366583585739136
epoch: 10, val_loss: 0.7991359829902649
epoch: 11, val_loss: 0.7680991590023041
epoch: 12, val_loss: 0.745928555727005
epoch: 13, val_loss: 0.7292394042015076
epoch: 14, val_loss: 0.7151512205600739
epoch: 15, val_loss: 0.7055745124816895
epoch: 16, val_loss: 0.7019309997558594
epoch: 17, val_loss: 0.6987969875335693
epoch: 18, val_loss: 0.6980070173740387
epoch: 19, val_loss: 0.6948437094688416
epoch: 20, val_loss: 0.6935358643531799
epoch: 21, val_loss: 0.6952857077121735
epoch: 22, val_loss: 0.7004571259021759
epoch: 23, val_loss: 0.7029215097427368
epoch: 24, val_loss: 0.7042495906352997
epoch: 25, val_loss: 0.7080851793289185
Final epoch: 25
time of one train:5.17798376083374
beta:1.2,accuracy:0.759765625

epoch: 0, val_loss: 1.7928075194358826
epoch: 1, val_loss: 1.6635668873786926
epoch: 2, val_loss: 1.5327510237693787
epoch: 3, val_loss: 1.3900107741355896
epoch: 4, val_loss: 1.2480247616767883
epoch: 5, val_loss: 1.1246777176856995
epoch: 6, val_loss: 1.0228350758552551
epoch: 7, val_loss: 0.9409697353839874
epoch: 8, val_loss: 0.8721853196620941
epoch: 9, val_loss: 0.8183020949363708
epoch: 10, val_loss: 0.7806341350078583
epoch: 11, val_loss: 0.7500415444374084
epoch: 12, val_loss: 0.7284229695796967
epoch: 13, val_loss: 0.7124436795711517
epoch: 14, val_loss: 0.6992144584655762
epoch: 15, val_loss: 0.6922367215156555
epoch: 16, val_loss: 0.6884324550628662
epoch: 17, val_loss: 0.6798614859580994
epoch: 18, val_loss: 0.6759843230247498
epoch: 19, val_loss: 0.6781691610813141
epoch: 20, val_loss: 0.6789870858192444
epoch: 21, val_loss: 0.6781240105628967
epoch: 22, val_loss: 0.6803971230983734
epoch: 23, val_loss: 0.6816112101078033
Final epoch: 23
time of one train:5.693108797073364
beta:1.4,accuracy:0.767578125

epoch: 0, val_loss: 1.7945265173912048
epoch: 1, val_loss: 1.6736391186714172
epoch: 2, val_loss: 1.554951548576355
epoch: 3, val_loss: 1.4217762351036072
epoch: 4, val_loss: 1.27785724401474
epoch: 5, val_loss: 1.1451777219772339
epoch: 6, val_loss: 1.0307365655899048
epoch: 7, val_loss: 0.938023030757904
epoch: 8, val_loss: 0.8643063008785248
epoch: 9, val_loss: 0.8088152408599854
epoch: 10, val_loss: 0.7676425576210022
epoch: 11, val_loss: 0.7426380515098572
epoch: 12, val_loss: 0.7226325571537018
epoch: 13, val_loss: 0.7029995620250702
epoch: 14, val_loss: 0.6917948424816132
epoch: 15, val_loss: 0.6826856136322021
epoch: 16, val_loss: 0.6767586469650269
epoch: 17, val_loss: 0.6713757216930389
epoch: 18, val_loss: 0.6690819263458252
epoch: 19, val_loss: 0.6678860783576965
epoch: 20, val_loss: 0.666491836309433
epoch: 21, val_loss: 0.6679252982139587
epoch: 22, val_loss: 0.6695926487445831
epoch: 23, val_loss: 0.6725176870822906
epoch: 24, val_loss: 0.6730198264122009
epoch: 25, val_loss: 0.6738359034061432
Final epoch: 25
time of one train:5.1584272384643555
beta:1.5999999999999999,accuracy:0.755859375

epoch: 0, val_loss: 1.7882561087608337
epoch: 1, val_loss: 1.658761203289032
epoch: 2, val_loss: 1.531480312347412
epoch: 3, val_loss: 1.3948079347610474
epoch: 4, val_loss: 1.2585945129394531
epoch: 5, val_loss: 1.136103332042694
epoch: 6, val_loss: 1.0329548716545105
epoch: 7, val_loss: 0.9483484625816345
epoch: 8, val_loss: 0.8819341063499451
epoch: 9, val_loss: 0.830505907535553
epoch: 10, val_loss: 0.7907152473926544
epoch: 11, val_loss: 0.7615658044815063
epoch: 12, val_loss: 0.7424037456512451
epoch: 13, val_loss: 0.7268592417240143
epoch: 14, val_loss: 0.7114621698856354
epoch: 15, val_loss: 0.7021915316581726
epoch: 16, val_loss: 0.6976548433303833
epoch: 17, val_loss: 0.6942982375621796
epoch: 18, val_loss: 0.69016894698143
epoch: 19, val_loss: 0.6854616701602936
epoch: 20, val_loss: 0.6833948493003845
epoch: 21, val_loss: 0.6832059323787689
epoch: 22, val_loss: 0.6888139843940735
epoch: 23, val_loss: 0.6886557936668396
epoch: 24, val_loss: 0.6870182454586029
epoch: 25, val_loss: 0.6866976916790009
epoch: 26, val_loss: 0.6885555684566498
Final epoch: 26
time of one train:5.39203405380249
beta:1.7999999999999998,accuracy:0.76953125

epoch: 0, val_loss: 1.8187456727027893
epoch: 1, val_loss: 1.6904094815254211
epoch: 2, val_loss: 1.5594677329063416
epoch: 3, val_loss: 1.4206076264381409
epoch: 4, val_loss: 1.2775494456291199
epoch: 5, val_loss: 1.144906222820282
epoch: 6, val_loss: 1.0307570695877075
epoch: 7, val_loss: 0.9418928921222687
epoch: 8, val_loss: 0.8726702034473419
epoch: 9, val_loss: 0.8206071555614471
epoch: 10, val_loss: 0.7794168591499329
epoch: 11, val_loss: 0.7486541867256165
epoch: 12, val_loss: 0.7295117974281311
epoch: 13, val_loss: 0.7164121866226196
epoch: 14, val_loss: 0.7042647004127502
epoch: 15, val_loss: 0.6919165551662445
epoch: 16, val_loss: 0.6835526823997498
epoch: 17, val_loss: 0.6784049272537231
epoch: 18, val_loss: 0.6758016049861908
epoch: 19, val_loss: 0.6740548312664032
epoch: 20, val_loss: 0.6705265939235687
epoch: 21, val_loss: 0.6713447570800781
epoch: 22, val_loss: 0.6740688979625702
epoch: 23, val_loss: 0.6761918365955353
epoch: 24, val_loss: 0.674274206161499
epoch: 25, val_loss: 0.6758346259593964
Final epoch: 25
time of one train:5.096474647521973
beta:1.9999999999999998,accuracy:0.779296875

epoch: 0, val_loss: 1.821022868156433
epoch: 1, val_loss: 1.6929152607917786
epoch: 2, val_loss: 1.5589420199394226
epoch: 3, val_loss: 1.419889748096466
epoch: 4, val_loss: 1.2768058776855469
epoch: 5, val_loss: 1.143822729587555
epoch: 6, val_loss: 1.0327456593513489
epoch: 7, val_loss: 0.94410440325737
epoch: 8, val_loss: 0.8740782737731934
epoch: 9, val_loss: 0.8189313411712646
epoch: 10, val_loss: 0.7792671620845795
epoch: 11, val_loss: 0.7506130337715149
epoch: 12, val_loss: 0.7302581071853638
epoch: 13, val_loss: 0.7146429121494293
epoch: 14, val_loss: 0.7009463012218475
epoch: 15, val_loss: 0.6894964277744293
epoch: 16, val_loss: 0.6809674501419067
epoch: 17, val_loss: 0.6763413548469543
epoch: 18, val_loss: 0.6745826900005341
epoch: 19, val_loss: 0.672111988067627
epoch: 20, val_loss: 0.6681711673736572
epoch: 21, val_loss: 0.6676968634128571
epoch: 22, val_loss: 0.669933557510376
epoch: 23, val_loss: 0.6714887320995331
epoch: 24, val_loss: 0.6724933087825775
epoch: 25, val_loss: 0.672676295042038
epoch: 26, val_loss: 0.6746581494808197
Final epoch: 26
time of one train:5.2377026081085205
beta:2.1999999999999997,accuracy:0.7578125

epoch: 0, val_loss: 1.7940021753311157
epoch: 1, val_loss: 1.6642799377441406
epoch: 2, val_loss: 1.5335552096366882
epoch: 3, val_loss: 1.3984462022781372
epoch: 4, val_loss: 1.260296106338501
epoch: 5, val_loss: 1.130515694618225
epoch: 6, val_loss: 1.0192197561264038
epoch: 7, val_loss: 0.931797593832016
epoch: 8, val_loss: 0.8664644062519073
epoch: 9, val_loss: 0.816652923822403
epoch: 10, val_loss: 0.7793156504631042
epoch: 11, val_loss: 0.7511937022209167
epoch: 12, val_loss: 0.728885680437088
epoch: 13, val_loss: 0.7154882848262787
epoch: 14, val_loss: 0.7048627734184265
epoch: 15, val_loss: 0.6963674128055573
epoch: 16, val_loss: 0.6901733577251434
epoch: 17, val_loss: 0.6863909363746643
epoch: 18, val_loss: 0.6838827431201935
epoch: 19, val_loss: 0.6837300062179565
epoch: 20, val_loss: 0.6825138628482819
epoch: 21, val_loss: 0.6820000112056732
epoch: 22, val_loss: 0.6831232905387878
epoch: 23, val_loss: 0.6849248707294464
epoch: 24, val_loss: 0.6877769231796265
epoch: 25, val_loss: 0.6902014315128326
epoch: 26, val_loss: 0.6900073885917664
Final epoch: 26
time of one train:5.263339042663574
beta:2.4,accuracy:0.76171875

time of one repeat:54.957979679107666
time of construct data:0.2788374423980713
epoch: 0, val_loss: 1.8280678987503052
epoch: 1, val_loss: 1.7177050709724426
epoch: 2, val_loss: 1.6130524277687073
epoch: 3, val_loss: 1.508809745311737
epoch: 4, val_loss: 1.403377652168274
epoch: 5, val_loss: 1.298321783542633
epoch: 6, val_loss: 1.2015857696533203
epoch: 7, val_loss: 1.1226410865783691
epoch: 8, val_loss: 1.0617690682411194
epoch: 9, val_loss: 1.012868195772171
epoch: 10, val_loss: 0.9703010618686676
epoch: 11, val_loss: 0.9441570937633514
epoch: 12, val_loss: 0.9212579429149628
epoch: 13, val_loss: 0.9098670780658722
epoch: 14, val_loss: 0.8982709050178528
epoch: 15, val_loss: 0.8920844495296478
epoch: 16, val_loss: 0.8855929970741272
epoch: 17, val_loss: 0.8845438659191132
epoch: 18, val_loss: 0.885587215423584
epoch: 19, val_loss: 0.8869320452213287
epoch: 20, val_loss: 0.8890263736248016
epoch: 21, val_loss: 0.891218364238739
epoch: 22, val_loss: 0.897105485200882
Final epoch: 22
beta:0.6,accuracy:0.677734375

epoch: 0, val_loss: 1.7907423973083496
epoch: 1, val_loss: 1.6710473895072937
epoch: 2, val_loss: 1.5538308024406433
epoch: 3, val_loss: 1.4328332543373108
epoch: 4, val_loss: 1.315496027469635
epoch: 5, val_loss: 1.206631600856781
epoch: 6, val_loss: 1.110697627067566
epoch: 7, val_loss: 1.0356983542442322
epoch: 8, val_loss: 0.9753452241420746
epoch: 9, val_loss: 0.9271441698074341
epoch: 10, val_loss: 0.8891863226890564
epoch: 11, val_loss: 0.8586677014827728
epoch: 12, val_loss: 0.8372683823108673
epoch: 13, val_loss: 0.8247702717781067
epoch: 14, val_loss: 0.8137530386447906
epoch: 15, val_loss: 0.8030749261379242
epoch: 16, val_loss: 0.799052894115448
epoch: 17, val_loss: 0.793250173330307
epoch: 18, val_loss: 0.7908819019794464
epoch: 19, val_loss: 0.7933521270751953
epoch: 20, val_loss: 0.7972378134727478
epoch: 21, val_loss: 0.797751247882843
epoch: 22, val_loss: 0.7978661060333252
epoch: 23, val_loss: 0.8045154511928558
Final epoch: 23
time of one train:4.712378263473511
beta:0.8,accuracy:0.69921875

epoch: 0, val_loss: 1.8232297897338867
epoch: 1, val_loss: 1.7010905742645264
epoch: 2, val_loss: 1.5775271654129028
epoch: 3, val_loss: 1.4468754529953003
epoch: 4, val_loss: 1.3115078806877136
epoch: 5, val_loss: 1.186819314956665
epoch: 6, val_loss: 1.0823222398757935
epoch: 7, val_loss: 0.9982108473777771
epoch: 8, val_loss: 0.9379239678382874
epoch: 9, val_loss: 0.8875886797904968
epoch: 10, val_loss: 0.8460299968719482
epoch: 11, val_loss: 0.8175783157348633
epoch: 12, val_loss: 0.7999041676521301
epoch: 13, val_loss: 0.7836582660675049
epoch: 14, val_loss: 0.7704415619373322
epoch: 15, val_loss: 0.7591211795806885
epoch: 16, val_loss: 0.7535083889961243
epoch: 17, val_loss: 0.7511672079563141
epoch: 18, val_loss: 0.7488957047462463
epoch: 19, val_loss: 0.7465591132640839
epoch: 20, val_loss: 0.7467037737369537
epoch: 21, val_loss: 0.7476949095726013
epoch: 22, val_loss: 0.7468281388282776
epoch: 23, val_loss: 0.7486967146396637
epoch: 24, val_loss: 0.7524041831493378
Final epoch: 24
time of one train:4.900006532669067
beta:1.0,accuracy:0.7265625

epoch: 0, val_loss: 1.797933042049408
epoch: 1, val_loss: 1.6783579587936401
epoch: 2, val_loss: 1.55732262134552
epoch: 3, val_loss: 1.4286924600601196
epoch: 4, val_loss: 1.2929159998893738
epoch: 5, val_loss: 1.1673076748847961
epoch: 6, val_loss: 1.0591196417808533
epoch: 7, val_loss: 0.9715190231800079
epoch: 8, val_loss: 0.9019726514816284
epoch: 9, val_loss: 0.8486742675304413
epoch: 10, val_loss: 0.8081166744232178
epoch: 11, val_loss: 0.7796022593975067
epoch: 12, val_loss: 0.7589475214481354
epoch: 13, val_loss: 0.7414791285991669
epoch: 14, val_loss: 0.7292225360870361
epoch: 15, val_loss: 0.7175700068473816
epoch: 16, val_loss: 0.7099258005619049
epoch: 17, val_loss: 0.7051145434379578
epoch: 18, val_loss: 0.7038931846618652
epoch: 19, val_loss: 0.701434314250946
epoch: 20, val_loss: 0.7000621855258942
epoch: 21, val_loss: 0.6990532875061035
epoch: 22, val_loss: 0.7004251182079315
epoch: 23, val_loss: 0.7011648714542389
epoch: 24, val_loss: 0.7033268511295319
epoch: 25, val_loss: 0.7057260870933533
epoch: 26, val_loss: 0.7089728116989136
Final epoch: 26
time of one train:5.284299612045288
beta:1.2,accuracy:0.759765625

epoch: 0, val_loss: 1.8252116441726685
epoch: 1, val_loss: 1.7027702331542969
epoch: 2, val_loss: 1.579923927783966
epoch: 3, val_loss: 1.4525181651115417
epoch: 4, val_loss: 1.320937693119049
epoch: 5, val_loss: 1.192430019378662
epoch: 6, val_loss: 1.0785964131355286
epoch: 7, val_loss: 0.9867563843727112
epoch: 8, val_loss: 0.9149095118045807
epoch: 9, val_loss: 0.8584204912185669
epoch: 10, val_loss: 0.8160220384597778
epoch: 11, val_loss: 0.7843646705150604
epoch: 12, val_loss: 0.7598093748092651
epoch: 13, val_loss: 0.7423045039176941
epoch: 14, val_loss: 0.7254797220230103
epoch: 15, val_loss: 0.713212788105011
epoch: 16, val_loss: 0.706820160150528
epoch: 17, val_loss: 0.7032009363174438
epoch: 18, val_loss: 0.700019508600235
epoch: 19, val_loss: 0.6988627016544342
epoch: 20, val_loss: 0.6969878971576691
epoch: 21, val_loss: 0.6952893435955048
epoch: 22, val_loss: 0.697160392999649
epoch: 23, val_loss: 0.7003063857555389
epoch: 24, val_loss: 0.7012384533882141
epoch: 25, val_loss: 0.702751487493515
epoch: 26, val_loss: 0.7044537365436554
Final epoch: 26
time of one train:5.328123092651367
beta:1.4,accuracy:0.763671875

epoch: 0, val_loss: 1.7786082029342651
epoch: 1, val_loss: 1.652170717716217
epoch: 2, val_loss: 1.5308684706687927
epoch: 3, val_loss: 1.4011561274528503
epoch: 4, val_loss: 1.2703248262405396
epoch: 5, val_loss: 1.1449074149131775
epoch: 6, val_loss: 1.0365350842475891
epoch: 7, val_loss: 0.9481764435768127
epoch: 8, val_loss: 0.8810495734214783
epoch: 9, val_loss: 0.8302575647830963
epoch: 10, val_loss: 0.793218582868576
epoch: 11, val_loss: 0.764602929353714
epoch: 12, val_loss: 0.7429203689098358
epoch: 13, val_loss: 0.7287756502628326
epoch: 14, val_loss: 0.7174638211727142
epoch: 15, val_loss: 0.7081964015960693
epoch: 16, val_loss: 0.7008203566074371
epoch: 17, val_loss: 0.695752888917923
epoch: 18, val_loss: 0.6942728161811829
epoch: 19, val_loss: 0.694017767906189
epoch: 20, val_loss: 0.6920958459377289
epoch: 21, val_loss: 0.689454048871994
epoch: 22, val_loss: 0.6891669929027557
epoch: 23, val_loss: 0.6900904476642609
epoch: 24, val_loss: 0.6919037997722626
epoch: 25, val_loss: 0.6938021779060364
epoch: 26, val_loss: 0.6946255266666412
epoch: 27, val_loss: 0.6980513632297516
Final epoch: 27
time of one train:5.472127437591553
beta:1.5999999999999999,accuracy:0.771484375

epoch: 0, val_loss: 1.83000648021698
epoch: 1, val_loss: 1.7010355591773987
epoch: 2, val_loss: 1.5708274841308594
epoch: 3, val_loss: 1.4368110299110413
epoch: 4, val_loss: 1.299546241760254
epoch: 5, val_loss: 1.1726062297821045
epoch: 6, val_loss: 1.0557249188423157
epoch: 7, val_loss: 0.9635646641254425
epoch: 8, val_loss: 0.8938175439834595
epoch: 9, val_loss: 0.8411841690540314
epoch: 10, val_loss: 0.8031218945980072
epoch: 11, val_loss: 0.7736371159553528
epoch: 12, val_loss: 0.7530874609947205
epoch: 13, val_loss: 0.738808274269104
epoch: 14, val_loss: 0.7263526916503906
epoch: 15, val_loss: 0.7143343985080719
epoch: 16, val_loss: 0.7095938622951508
epoch: 17, val_loss: 0.7058200240135193
epoch: 18, val_loss: 0.7025161683559418
epoch: 19, val_loss: 0.7011264264583588
epoch: 20, val_loss: 0.700222373008728
epoch: 21, val_loss: 0.6992311179637909
epoch: 22, val_loss: 0.699615478515625
epoch: 23, val_loss: 0.6999156475067139
epoch: 24, val_loss: 0.6994578838348389
epoch: 25, val_loss: 0.7005615830421448
epoch: 26, val_loss: 0.7024637460708618
Final epoch: 26
time of one train:5.256230115890503
beta:1.7999999999999998,accuracy:0.771484375

epoch: 0, val_loss: 1.8008814454078674
epoch: 1, val_loss: 1.674582064151764
epoch: 2, val_loss: 1.5484567284584045
epoch: 3, val_loss: 1.417453646659851
epoch: 4, val_loss: 1.2822074890136719
epoch: 5, val_loss: 1.1559001207351685
epoch: 6, val_loss: 1.0463290810585022
epoch: 7, val_loss: 0.9585214555263519
epoch: 8, val_loss: 0.888725757598877
epoch: 9, val_loss: 0.8368569016456604
epoch: 10, val_loss: 0.7991381883621216
epoch: 11, val_loss: 0.7681766748428345
epoch: 12, val_loss: 0.7436365187168121
epoch: 13, val_loss: 0.7269860804080963
epoch: 14, val_loss: 0.7170039713382721
epoch: 15, val_loss: 0.7070441842079163
epoch: 16, val_loss: 0.7001434862613678
epoch: 17, val_loss: 0.6941799521446228
epoch: 18, val_loss: 0.6902022957801819
epoch: 19, val_loss: 0.6887317001819611
epoch: 20, val_loss: 0.6892653405666351
epoch: 21, val_loss: 0.6892607808113098
epoch: 22, val_loss: 0.6904104351997375
epoch: 23, val_loss: 0.6909384727478027
epoch: 24, val_loss: 0.691461592912674
Final epoch: 24
time of one train:4.924893856048584
beta:1.9999999999999998,accuracy:0.775390625

epoch: 0, val_loss: 1.8216459155082703
epoch: 1, val_loss: 1.6924232244491577
epoch: 2, val_loss: 1.5630715489387512
epoch: 3, val_loss: 1.4291810393333435
epoch: 4, val_loss: 1.2958176732063293
epoch: 5, val_loss: 1.170194685459137
epoch: 6, val_loss: 1.0570289492607117
epoch: 7, val_loss: 0.9639619886875153
epoch: 8, val_loss: 0.8959863185882568
epoch: 9, val_loss: 0.84379842877388
epoch: 10, val_loss: 0.8056410849094391
epoch: 11, val_loss: 0.7758733630180359
epoch: 12, val_loss: 0.7531821131706238
epoch: 13, val_loss: 0.7376561462879181
epoch: 14, val_loss: 0.7255740761756897
epoch: 15, val_loss: 0.7163996398448944
epoch: 16, val_loss: 0.709303468465805
epoch: 17, val_loss: 0.7047998011112213
epoch: 18, val_loss: 0.7036604881286621
epoch: 19, val_loss: 0.7013689279556274
epoch: 20, val_loss: 0.7000231146812439
epoch: 21, val_loss: 0.6990006864070892
epoch: 22, val_loss: 0.6993953287601471
epoch: 23, val_loss: 0.7016994655132294
epoch: 24, val_loss: 0.7028828859329224
epoch: 25, val_loss: 0.7035869657993317
epoch: 26, val_loss: 0.7045963108539581
Final epoch: 26
time of one train:5.280369758605957
beta:2.1999999999999997,accuracy:0.77734375

epoch: 0, val_loss: 1.8069424629211426
epoch: 1, val_loss: 1.6753557324409485
epoch: 2, val_loss: 1.540195882320404
epoch: 3, val_loss: 1.4032031893730164
epoch: 4, val_loss: 1.2688252925872803
epoch: 5, val_loss: 1.144125521183014
epoch: 6, val_loss: 1.0370786786079407
epoch: 7, val_loss: 0.9513233602046967
epoch: 8, val_loss: 0.8850074410438538
epoch: 9, val_loss: 0.8369080126285553
epoch: 10, val_loss: 0.7998963892459869
epoch: 11, val_loss: 0.772797167301178
epoch: 12, val_loss: 0.7508516311645508
epoch: 13, val_loss: 0.7366071343421936
epoch: 14, val_loss: 0.7244891226291656
epoch: 15, val_loss: 0.7151702642440796
epoch: 16, val_loss: 0.7092800140380859
epoch: 17, val_loss: 0.7068089246749878
epoch: 18, val_loss: 0.7030850052833557
epoch: 19, val_loss: 0.6996637582778931
epoch: 20, val_loss: 0.6975513100624084
epoch: 21, val_loss: 0.6974973678588867
epoch: 22, val_loss: 0.6976857483386993
epoch: 23, val_loss: 0.6987194120883942
epoch: 24, val_loss: 0.6994946897029877
epoch: 25, val_loss: 0.6999863684177399
epoch: 26, val_loss: 0.7022624015808105
Final epoch: 26
time of one train:5.262051105499268
beta:2.4,accuracy:0.775390625

time of one repeat:51.217740058898926
time of construct data:0.28769755363464355
epoch: 0, val_loss: 1.8211103677749634
epoch: 1, val_loss: 1.714572250843048
epoch: 2, val_loss: 1.6105018854141235
epoch: 3, val_loss: 1.4952913522720337
epoch: 4, val_loss: 1.3767051696777344
epoch: 5, val_loss: 1.2658275365829468
epoch: 6, val_loss: 1.1660830974578857
epoch: 7, val_loss: 1.0848614573478699
epoch: 8, val_loss: 1.0204693675041199
epoch: 9, val_loss: 0.9714100956916809
epoch: 10, val_loss: 0.934816300868988
epoch: 11, val_loss: 0.9072650671005249
epoch: 12, val_loss: 0.8845735192298889
epoch: 13, val_loss: 0.8682935237884521
epoch: 14, val_loss: 0.8582856953144073
epoch: 15, val_loss: 0.8502266705036163
epoch: 16, val_loss: 0.8478979170322418
epoch: 17, val_loss: 0.8473522067070007
epoch: 18, val_loss: 0.8464570045471191
epoch: 19, val_loss: 0.8520936071872711
epoch: 20, val_loss: 0.857519268989563
epoch: 21, val_loss: 0.8605566918849945
epoch: 22, val_loss: 0.8642317354679108
epoch: 23, val_loss: 0.8713445365428925
Final epoch: 23
beta:0.6,accuracy:0.6484375

epoch: 0, val_loss: 1.8241268396377563
epoch: 1, val_loss: 1.7051310539245605
epoch: 2, val_loss: 1.5884303450584412
epoch: 3, val_loss: 1.4611987471580505
epoch: 4, val_loss: 1.3311405777931213
epoch: 5, val_loss: 1.2123363614082336
epoch: 6, val_loss: 1.1106829643249512
epoch: 7, val_loss: 1.028170883655548
epoch: 8, val_loss: 0.962098091840744
epoch: 9, val_loss: 0.9119777679443359
epoch: 10, val_loss: 0.8689798712730408
epoch: 11, val_loss: 0.8405161798000336
epoch: 12, val_loss: 0.8186355233192444
epoch: 13, val_loss: 0.8023195862770081
epoch: 14, val_loss: 0.7900938093662262
epoch: 15, val_loss: 0.7817532122135162
epoch: 16, val_loss: 0.7753688097000122
epoch: 17, val_loss: 0.7714110910892487
epoch: 18, val_loss: 0.7707685828208923
epoch: 19, val_loss: 0.7705222368240356
epoch: 20, val_loss: 0.769560307264328
epoch: 21, val_loss: 0.7727390229701996
epoch: 22, val_loss: 0.7768251001834869
epoch: 23, val_loss: 0.7808169722557068
epoch: 24, val_loss: 0.7827391922473907
epoch: 25, val_loss: 0.7901744842529297
Final epoch: 25
time of one train:5.01043438911438
beta:0.8,accuracy:0.685546875

epoch: 0, val_loss: 1.7938125133514404
epoch: 1, val_loss: 1.6724538803100586
epoch: 2, val_loss: 1.555363655090332
epoch: 3, val_loss: 1.424914538860321
epoch: 4, val_loss: 1.2940024137496948
epoch: 5, val_loss: 1.1727742552757263
epoch: 6, val_loss: 1.067453920841217
epoch: 7, val_loss: 0.9784329235553741
epoch: 8, val_loss: 0.908589631319046
epoch: 9, val_loss: 0.8544791340827942
epoch: 10, val_loss: 0.8134124875068665
epoch: 11, val_loss: 0.782315731048584
epoch: 12, val_loss: 0.7599397003650665
epoch: 13, val_loss: 0.7438556551933289
epoch: 14, val_loss: 0.7312884628772736
epoch: 15, val_loss: 0.7241536676883698
epoch: 16, val_loss: 0.7177743315696716
epoch: 17, val_loss: 0.7113630175590515
epoch: 18, val_loss: 0.7075918316841125
epoch: 19, val_loss: 0.7107025384902954
epoch: 20, val_loss: 0.7107371091842651
epoch: 21, val_loss: 0.7092830240726471
epoch: 22, val_loss: 0.7083702981472015
epoch: 23, val_loss: 0.7116313278675079
Final epoch: 23
time of one train:4.620786190032959
beta:1.0,accuracy:0.716796875

epoch: 0, val_loss: 1.8168926239013672
epoch: 1, val_loss: 1.6882085800170898
epoch: 2, val_loss: 1.5586045384407043
epoch: 3, val_loss: 1.4190025329589844
epoch: 4, val_loss: 1.2744899988174438
